Breed,Color,DogName,OwnerZip,Gender,Intact,Age,Weight,AverageWeight,Category
PUGGLE,FAWN,BUDDY,15146,Male,False,106,17,15.64102564102564,Small
PUGGLE,BROWN,BUDDY,15228,Male,False,85,16,15.64102564102564,Small
MIN PINSCHER,BLACK/BROWN,TOBY,15102,Male,False,96,9,7.959641255605381,Small
ROTTWEILER,BLACK/TAN,SOPHIA,15044,Female,False,39,103,115.73399014778325,Giant
COCKAPOO,APRICOT,LEKI,15090,Male,True,34,33,35.861111111111114,Medium
LABRADOR RETRIEVER,BLACK,LOOMI,15108,Female,False,136,77,71.38216365307999,Large
MALTESE,WHITE,ROSIE,15102,Female,False,154,4,3.9972677595628414,Toy
PUG,FAWN,SAMMY,15212,Male,False,73,14,14.765407554671969,Small
FRENCH BULLDOG,BRINDLE,HONEY,15227,Female,False,93,17,20.437100213219615,Medium
COCKAPOO,WHITE/TAN,BELLA,15237,Female,False,95,35,35.861111111111114,Medium
AM PIT BULL TERRIER,BROWN,HONEY,15235,Female,False,74,60,62.09428223844282,Large
BICHON FRISE,WHITE,ZIGGY,15215,Male,False,30,14,13.739583333333334,Small
HAVANESE,BRINDLE,HANK,15215,Male,True,51,12,10.14186046511628,Small
GER SHEPHERD,BLACK/TAN,BELLA,15215,Female,True,20,77,81.36481303930968,Large
CHIHUAHUA,BROWN,BUGS,15236,Male,False,22,5,4.020435069215557,Toy
GOLDENDOODLE,APRICOT,CHARLIE,15147,Male,False,40,78,71.67073954983923,Large
GOLDEN RETRIEVER,GOLD,MADISON,15229,Female,False,58,62,64.81926121372031,Large
COCKAPOO,WHITE/BLACK,MILO,15236,Male,False,151,39,35.861111111111114,Medium
BOXER,FAWN,JOSIE,15212,Female,False,128,59,71.2519422863485,Large
DACHSHUND,RED,CHARLIE,15088,Male,False,86,23,22.387126019945605,Medium
LABRADOR RETRIEVER,BLACK,ONYX,15120,Female,False,73,58,71.38216365307999,Large
CHIHUAHUA,BLACK,ROSKO,15120,Male,True,173,4,4.020435069215557,Toy
CAV KING CHAR SPANI,WHITE/BLACK/BROWN,FINNEGAN,15143,Male,True,111,15,14.696850393700787,Small
AUS SHEPHERD,MERLE,MINNIE,15116,Female,True,145,46,57.110864745011085,Large
AM PIT BULL TERRIER,WHITE/BROWN,REX,15235,Male,False,78,66,62.09428223844282,Large
BOSTON TERRIER,BRINDLE,KOBE,15241,Male,False,181,19,16.468503937007874,Small
BOXER,FAWN,AURLA WETZEL,15025,Female,False,27,69,71.2519422863485,Large
GOLDEN RETRIEVER,BROWN,GRACIE,15239,Female,False,102,58,64.81926121372031,Large
GER SHEPHERD,BLACK/BROWN,SMOKEY,15101,Male,True,34,91,81.36481303930968,Large
GER SHEPHERD,BLACK,TALA,15037,Female,False,103,61,81.36481303930968,Large
LABRADOR RETRIEVER,YELLOW,DALTON,15216,Male,True,53,80,71.38216365307999,Large
PUG,FAWN,MAUDE,15216,Female,False,25,13,14.765407554671969,Small
CHIHUAHUA,WHITE/BROWN,ARCHIE BEEPER,15235,Male,True,141,4,4.020435069215557,Toy
LABRADOR RETRIEVER,BLACK,KASEY,15101,Male,True,95,73,71.38216365307999,Large
ROTTWEILER,BLACK/BROWN,BOA,15145,Male,True,75,106,115.73399014778325,Giant
BORD COLLIE,WHITE/BLACK,TEGEN,15057,Female,False,133,46,47.652482269503544,Large
GOLDEN RETRIEVER,GOLD,CLOVER,15057,Female,False,37,58,64.81926121372031,Large
AM PIT BULL TERRIER,GREY,WYATT,15145,Male,False,98,68,62.09428223844282,Large
BOSTON TERRIER,BRINDLE,SOPHIE,15122,Female,True,57,13,16.468503937007874,Small
GOLDEN RETRIEVER,BLONDE,COSMO,15239,Male,False,55,62,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD/RED,NYLA,15147,Female,False,93,57,64.81926121372031,Large
WELSH CORGI PEMBROK,WHITE/BLACK/BROWN,POTTER,15241,Male,True,50,37,33.037151702786375,Medium
SHIH TZU,BROWN,FIONA,15122,Female,False,120,11,12.004834810636583,Small
LABRADOR RETRIEVER,RED,MAC,15236,Male,True,107,97,71.38216365307999,Large
CAV KING CHAR SPANI,TAN,RUBY,15215,Male,False,142,15,14.696850393700787,Small
YORKSHIRE TERRIER,GREY,BEBE,15235,Female,False,119,6,6.085308056872038,Small
YORKSHIRE TERRIER,GREY,CHANEL,15235,Female,False,103,5,6.085308056872038,Small
GOLDEN RETRIEVER,GOLD,KING,15202,Male,True,83,62,64.81926121372031,Large
GER SHEPHERD,BROWN,FLIPP,15132,Female,False,56,93,81.36481303930968,Large
BOSTON TERRIER,WHITE/BROWN,ISABELLA,15102,Female,False,143,15,16.468503937007874,Small
AM PIT BULL TERRIER,WHITE/BLACK,BARNEY,15132,Male,True,37,64,62.09428223844282,Large
COCKAPOO,WHITE,ACE,15090,Male,False,111,32,35.861111111111114,Medium
AUS SHEPHERD,BLACK/TAN/WHITE,MATTIE,15135,Female,False,45,53,57.110864745011085,Large
GOLDEN RETRIEVER,BROWN,COPPER,15143,Male,False,114,68,64.81926121372031,Large
PUG,TAN,BRUTUS,15122,Male,False,27,14,14.765407554671969,Small
CANE CORSO,GREY,GAGE WILMOTH,15235,Male,True,83,115,119.63068181818181,Giant
MORKIE,WHITE,JADA,15102,Female,False,143,5,5.054421768707483,Toy
AM PIT BULL TERRIER,BROWN,WINSTON,15102,Male,False,50,66,62.09428223844282,Large
CHIHUAHUA,TAN,DAISY,15108,Female,True,162,4,4.020435069215557,Toy
GER SHORTHAIR POINT,SPOTTED,VICTORIA,15241,Female,False,105,63,62.642140468227424,Large
LABRADOR RETRIEVER,SILVER,AUGGIE,15126,Male,False,124,81,71.38216365307999,Large
LABRADOR RETRIEVER,BROWN,MARLEY,15116,Female,True,97,75,71.38216365307999,Large
LABRADOR RETRIEVER,BROWN,HERSHEY,15116,Female,True,109,76,71.38216365307999,Large
POODLE TOY,BLACK,GENO,15209,Male,False,116,5,3.995475113122172,Toy
YORKSHIRE TERRIER,TAN,PIPER,15090,Female,False,104,5,6.085308056872038,Small
AM PIT BULL TERRIER,BROWN,MEEKA,15235,Female,False,100,63,62.09428223844282,Large
AUS CATTLE DOG,BRINDLE,BRIX,15101,Male,False,72,43,42.33974358974359,Medium
DACHSHUND,WHITE,GRACIE,15025,Female,False,27,25,22.387126019945605,Medium
GOLDENDOODLE,CREAM,MEADOW,15237,Female,False,124,76,71.67073954983923,Large
GOLDENDOODLE,BLACK,CHARLIE,15146,Male,False,114,76,71.67073954983923,Large
JACK RUSSEL TERRIER,WHITE/BROWN,FRITZ OLIVER MALIA,15142,Male,False,121,11,10.99581589958159,Small
AM PIT BULL TERRIER,BROWN,PABLO,15147,Male,True,116,65,62.09428223844282,Large
GOLDEN RETRIEVER,BLONDE,GABE,15102,Male,False,80,68,64.81926121372031,Large
BEAGLE,WHITE/BLACK/BROWN,HUNTER,15065,Male,False,50,23,20.472150814053126,Medium
SHIH TZU,WHITE/BROWN,SNOOP,15210,Male,False,33,13,12.004834810636583,Small
PUGGLE,BLACK,CHOPPY BURKHART,15223,Male,True,137,19,15.64102564102564,Small
PUGGLE,BLACK,BENTLEY BURKHART,15223,Male,True,121,14,15.64102564102564,Small
GOLDEN RETRIEVER,WHITE/YELLOW,BOWSER,15143,Male,False,97,64,64.81926121372031,Large
BOSTON TERRIER,BLUE,TURBO,15234,Male,False,139,20,16.468503937007874,Small
AM STAFF TERRIER,BROWN,DRAX,15120,Male,False,104,70,61.66483516483517,Large
CAV KING CHAR SPANI,WHITE/TAN,ISABEL,15108,Female,False,134,15,14.696850393700787,Small
POMERANIAN,WHITE,NICK,15146,Male,False,57,4,4.028953229398664,Toy
GOLDEN RETRIEVER,GOLD,MOLLY,15108,Female,False,139,64,64.81926121372031,Large
SHIH TZU,WHITE/BLACK,JOJO,15221,Male,False,131,10,12.004834810636583,Small
YORKSHIRE TERRIER,BROWN,ROCCO,15237,Male,False,51,7,6.085308056872038,Small
LABRADOR RETRIEVER,BLACK,RHEA,15129,Female,False,67,66,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,ARTIMES,15129,Female,False,26,68,71.38216365307999,Large
AM PIT BULL TERRIER,BLUE,REX,15120,Male,True,28,63,62.09428223844282,Large
AM PIT BULL TERRIER,MERLE,NALA,15120,Female,True,63,64,62.09428223844282,Large
COLLIE,WHITE/BLACK,NEWTON,15239,Male,True,92,82,66.7784090909091,Large
GOLDEN RETRIEVER,BROWN,MOLLIE,15226,Female,True,25,60,64.81926121372031,Large
GOLDEN RETRIEVER,BROWN,MADISON,15226,Female,False,105,62,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,CLAIRE,15024,Female,False,143,67,64.81926121372031,Large
GOLDEN RETRIEVER,BROWN,GUNNER,15116,Male,False,52,66,64.81926121372031,Large
YORKSHIRE TERRIER,GOLD,VERSACE,15235,Male,True,142,7,6.085308056872038,Small
GER SHEPHERD,BLACK/BROWN,ZEUS,15037,Male,False,52,88,81.36481303930968,Large
BERNESE MTN DOG,WHITE/BLACK/BROWN,SAINTE,15143,Female,False,43,104,100.91791044776119,Giant
AM PIT BULL TERRIER,WHITE/BLACK,ROXY,15108,Male,False,111,66,62.09428223844282,Large
SHIH TZU,BROWN/ORANGE,DUDE,15015,Male,True,61,11,12.004834810636583,Small
JACK RUSSEL TERRIER,WHITE/BLACK,SPROUT,15143,Male,False,72,11,10.99581589958159,Small
LABRADOR RETRIEVER,BROWN,BRUNO,15025,Male,False,128,78,71.38216365307999,Large
GOLDEN RETRIEVER,ORANGE,ANN,15101,Female,False,123,66,64.81926121372031,Large
BOSTON TERRIER,WHITE/BROWN,KIT,15071,Female,False,109,15,16.468503937007874,Small
BOSTON TERRIER,WHITE/BLACK,STELLA,15071,Female,False,61,18,16.468503937007874,Small
CAV KING CHAR SPANI,TRI-COLOR,MAX,15063,Male,True,50,15,14.696850393700787,Small
GER SHEPHERD,BLACK/TAN,BEAR,15132,Male,False,142,86,81.36481303930968,Large
SHIH TZU,SPOTTED,CUDDLES,15236,Female,False,49,10,12.004834810636583,Small
HAVANESE,BLACK/BROWN,MARLEY,15135,Male,False,27,11,10.14186046511628,Small
BOSTON TERRIER,WHITE/BLACK,FIONA,15241,Female,False,172,19,16.468503937007874,Small
GER SHEPHERD,BLACK,LOKI,15146,Male,False,143,75,81.36481303930968,Large
DACHSHUND,BLONDE,JESSE,15239,Male,False,87,20,22.387126019945605,Medium
CAV KING CHAR SPANI,RED/BLONDE,JASMINE,15239,Female,True,59,12,14.696850393700787,Small
BOXER,BRINDLE,SMALLS,15239,Female,False,46,66,71.2519422863485,Large
BOXER,BLACK,JET,15239,Female,False,164,67,71.2519422863485,Large
BOXER,FAWN,DOZER,15090,Male,False,49,76,71.2519422863485,Large
BOXER,BLACK/BRINDLE,DIESEL,15090,Male,False,43,75,71.2519422863485,Large
GER SHEPHERD,BLACK/TAN,SHANOOK,15068,Male,True,111,86,81.36481303930968,Large
GER SHEPHERD,SABLE,ORSO,15068,Male,False,122,69,81.36481303930968,Large
AM PIT BULL TERRIER,BLACK,IZZY,15065,Female,False,99,64,62.09428223844282,Large
DACHSHUND,OTHER,GRACIE,15137,Female,False,27,27,22.387126019945605,Medium
CHIHUAHUA,BLACK,RIPLEY ROSE,15126,Female,False,170,3,4.020435069215557,Toy
ROTTWEILER,BLACK,NATASHA,15102,Female,False,98,106,115.73399014778325,Giant
CANE CORSO,BEIGE,ANGELICA,15102,Female,False,27,115,119.63068181818181,Giant
GOLDENDOODLE,WHITE,IZZI,15108,Female,False,53,65,71.67073954983923,Large
GOLDENDOODLE,BROWN,RENO,15044,Male,False,136,65,71.67073954983923,Large
GOLDENDOODLE,BROWN,MARLEY,15044,Male,False,43,66,71.67073954983923,Large
GOLDENDOODLE,BROWN,LEXI,15044,Female,False,105,74,71.67073954983923,Large
BEAGLE,WHITE/BLACK/BROWN,BOXIN BELLE KYNE,15228,Female,False,132,20,20.472150814053126,Medium
BOXER,FAWN,HOWIE,15120,Male,False,66,75,71.2519422863485,Large
GOLDENDOODLE,BROWN,PETE,15139,Male,False,82,66,71.67073954983923,Large
GOLDEN RETRIEVER,GOLD,COOPER,15006,Male,True,59,80,64.81926121372031,Large
COCKER SPANIEL,BLACK WITH WHITE,CODY,15223,Male,False,90,27,26.53018372703412,Medium
POODLE STANDARD,APRICOT,HARPER,15101,Female,False,69,62,63.14046822742475,Large
POODLE STANDARD,WHITE,PEACH,15101,Female,False,34,57,63.14046822742475,Large
ENG BULLDOG,BROWN,VIOLET,15143,Female,False,104,39,42.68345323741007,Medium
ENG BULLDOG,BROWN,VIVIAN,15143,Female,False,32,36,42.68345323741007,Medium
AM PIT BULL TERRIER,MULTI,MAVERICK,15108,Male,True,32,63,62.09428223844282,Large
LABRADOR RETRIEVER,RED/BLONDE,SIDNEY THE KID,15037,Male,False,73,73,71.38216365307999,Large
CAV KING CHAR SPANI,WHITE/BROWN,LADY,15236,Female,False,69,13,14.696850393700787,Small
HAVANESE,BLACK/BROWN,LUNA,15236,Female,False,23,10,10.14186046511628,Small
SHIH TZU,WHITE/BLACK,TANK,15015,Male,False,102,12,12.004834810636583,Small
SHIH TZU,BROWN,ROCCO,15015,Male,False,24,12,12.004834810636583,Small
SCHNAUZER MIN,WHITE/BLACK,MITZI,15237,Female,False,37,13,12.735135135135135,Small
CHIHUAHUA,GOLD,ZOE,15237,Female,False,108,4,4.020435069215557,Toy
SHIH TZU,BROWN,DENA,15235,Female,True,70,9,12.004834810636583,Small
SIB HUSKY,WHITE/BLACK,MAYA,15144,Female,False,123,51,52.40229885057471,Large
LABRADOR RETRIEVER,BROWN,RUGER,15044,Male,False,141,77,71.38216365307999,Large
COLLIE,BROWN,TASHA,15237,Female,False,92,64,66.7784090909091,Large
LABRADOR RETRIEVER,YELLOW,RUGER,15047,Male,False,108,70,71.38216365307999,Large
LABRADOR RETRIEVER,BROWN,REMI,15047,Male,False,126,71,71.38216365307999,Large
CHIHUAHUA,BLACK,PERCY,15243,Female,False,30,2,4.020435069215557,Toy
CAV KING CHAR SPANI,WHITE/BROWN,ROXY,15238,Female,False,98,13,14.696850393700787,Small
LABRADOR RETRIEVER,BROWN,TOBY,15044,Male,True,128,60,71.38216365307999,Large
LABRADOR RETRIEVER,BLONDE,LILY,15056,Female,False,144,72,71.38216365307999,Large
LABRADOR RETRIEVER,YELLOW,APOLLO,15227,Male,True,31,76,71.38216365307999,Large
GOLDEN RETRIEVER,GOLD,PICKLES,15102,Male,False,123,71,64.81926121372031,Large
LABRADOR RETRIEVER,BLACK,BRUNO,15106,Male,False,22,78,71.38216365307999,Large
GER SHEPHERD,BLACK/BROWN,CHARLIE,15106,Male,False,25,74,81.36481303930968,Large
PUG,TAN,TWITCH,15025,Male,False,73,15,14.765407554671969,Small
AM BULLDOG,WHITE/MERLE,WINSTON,15025,Male,False,64,50,46.11363636363637,Large
PARSON RUSSELL TERR,OTHER,OTIS,15237,Male,True,129,15,14.603174603174603,Small
PUG,FAWN,MARIGOLD,15126,Female,False,167,13,14.765407554671969,Small
BORD COLLIE,WHITE/BLACK,SIMON,15106,Male,False,126,46,47.652482269503544,Large
LABRADOR RETRIEVER,BROWN,COLBY,15102,Male,False,23,79,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,BELLA,15237,Female,False,141,73,71.38216365307999,Large
LABRADOR RETRIEVER,YELLOW,CORA,15237,Female,False,99,74,71.38216365307999,Large
PUG,TAN,WALTER,15221,Male,False,120,16,14.765407554671969,Small
GOLDEN RETRIEVER,YELLOW,LEXI,15236,Female,False,23,64,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,SAM,15116,Male,False,35,74,64.81926121372031,Large
GER SHEPHERD,BLACK/BROWN,BAIN,15108,Male,False,139,83,81.36481303930968,Large
MORKIE,TAN,CINNAMON,15065,Female,False,160,3,5.054421768707483,Toy
GOLDEN RETRIEVER,GOLD,LILY,15071,Female,False,69,62,64.81926121372031,Large
AM STAFF TERRIER,WHITE/BROWN,REGGIE,15126,Female,False,93,52,61.66483516483517,Large
ENG BULLDOG,BRINDLE,SKYLA,15243,Female,False,71,39,42.68345323741007,Medium
GOLDENDOODLE,APRICOT,CHARLIE,15235,Male,True,51,71,71.67073954983923,Large
GOLDEN RETRIEVER,GOLD,GOLDIE,15018,Female,False,140,66,64.81926121372031,Large
LABRADOR RETRIEVER,TAN,LOLA MAY,15135,Female,True,110,74,71.38216365307999,Large
LABRADOODLE,TAN,MILO MCCOY,15135,Male,True,18,78,72.0954954954955,Large
BASSET HOUND,BLACK/BROWN,PEBBLES,15212,Female,False,109,53,57.184357541899445,Large
GOLDEN RETRIEVER,GOLD,SAM,15212,Male,False,65,60,64.81926121372031,Large
PUG,FAWN,POLLY,15228,Female,False,109,14,14.765407554671969,Small
GOLDEN RETRIEVER,GOLD,PHOEBE,15228,Female,False,30,59,64.81926121372031,Large
ROTTWEILER,BLACK/BROWN,WILMA,15037,Female,False,80,89,115.73399014778325,Giant
BORD COLLIE,WHITE/BLACK,BAILEY,15229,Male,False,48,40,47.652482269503544,Large
BORD COLLIE,WHITE/BLACK,CODY,15229,Male,False,19,53,47.652482269503544,Large
CHIHUAHUA,WHITE/BROWN,PUNUT,15235,Male,False,100,5,4.020435069215557,Toy
BOSTON TERRIER,WHITE/BROWN,CHIP,15239,Male,True,34,18,16.468503937007874,Small
BOSTON TERRIER,WHITE/BROWN,DALE,15239,Male,True,58,16,16.468503937007874,Small
PUG,TAN,KOTA,15132,Male,True,33,18,14.765407554671969,Small
GOLDEN RETRIEVER,GOLD,HOPE,15084,Female,True,80,68,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,DAISY,15090,Female,True,45,62,64.81926121372031,Large
SHIH TZU,WHITE/BLACK/BROWN,BEAR,15202,Male,True,115,10,12.004834810636583,Small
ROTTWEILER,BLACK/BROWN,WILBUR,15241,Male,True,70,121,115.73399014778325,Giant
ROTTWEILER,BLACK/BROWN,STAR,15229,Female,False,76,124,115.73399014778325,Giant
AM PIT BULL TERRIER,WHITE/BLACK,KID,15229,Male,False,84,70,62.09428223844282,Large
JACK RUSSEL TERRIER,SPOTTED,WILLY,15082,Male,False,160,11,10.99581589958159,Small
LABRADOR RETRIEVER,BROWN,MOXIE,15228,Female,True,106,64,71.38216365307999,Large
YORKSHIRE TERRIER,BLACK/BROWN,TYLER,15135,Male,False,146,7,6.085308056872038,Small
BERNESE MTN DOG,BLACK/TAN,IZZY,16046,Female,True,51,79,100.91791044776119,Giant
ENG BULLDOG,BRINDLE,PRINCESS,15133,Female,False,87,40,42.68345323741007,Medium
ENG BULLDOG,BRINDLE,DIXIE,15241,Female,False,66,39,42.68345323741007,Medium
AM STAFF TERRIER,BLACK,OREO FISCHER,15090,Female,False,41,59,61.66483516483517,Large
ROTTWEILER,BLACK/BROWN,ROCKY,15108,Male,True,21,113,115.73399014778325,Giant
LABRADOODLE,WHITE,CITY,15122,Male,True,130,80,72.0954954954955,Large
AM BULLDOG,WHITE,KUJO,15120,Male,False,88,47,46.11363636363637,Large
GOLDEN RETRIEVER,TAN,SADIE,15102,Female,False,24,58,64.81926121372031,Large
BOSTON TERRIER,WHITE/BLACK,CHEESE,15237,Male,False,112,16,16.468503937007874,Small
LABRADOR RETRIEVER,WHITE,BOBBI JEAN BAEHR,15090,Female,True,86,76,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,HUNTER,15237,Male,False,61,69,71.38216365307999,Large
BOXER,WHITE/BROWN,RACHEL,15136,Female,False,66,64,71.2519422863485,Large
GOLDEN RETRIEVER,BROWN,BOBO,15237,Female,True,76,59,64.81926121372031,Large
BOXER,WHITE/BLACK,PIERSON,15136,Male,False,160,66,71.2519422863485,Large
GOLDENDOODLE,RED,CHESTER,15057,Male,False,113,71,71.67073954983923,Large
GOLDEN RETRIEVER,,JAX LUX,15044,Male,True,47,54,64.81926121372031,Large
BEAGLE,BLACK/BROWN,CINDY,15237,Female,False,72,18,20.472150814053126,Medium
BORD COLLIE,BLACK,RIGGS,15236,Male,False,133,42,47.652482269503544,Large
BOXER,BRINDLE,FRANKIE,15071,Male,True,60,80,71.2519422863485,Large
CANE CORSO,GREY,STORMY,15137,Female,True,73,125,119.63068181818181,Giant
SCHNAUZER MIN,WHITE/BLACK/BROWN,INDY,15205,Male,True,179,14,12.735135135135135,Small
POMERANIAN,WHITE/BROWN,KODA,15108,Male,True,178,4,4.028953229398664,Toy
POMERANIAN,WHITE,REMY,15108,Male,False,81,5,4.028953229398664,Toy
LABRADOR RETRIEVER,OTHER,FOXY,15106,Female,True,130,61,71.38216365307999,Large
DOBERMAN PINSCHER,BLACK/RED,SALEM,15227,Female,False,45,77,87.36585365853658,Large
BEAGLE,WHITE/BLACK/BROWN,REMINGTON,15243,Female,True,159,22,20.472150814053126,Medium
AUS SHEPHERD,WHITE/BLACK/BROWN,RILEY,15223,Female,False,146,53,57.110864745011085,Large
SIB HUSKY,WHITE,FAITH,15056,Female,True,84,54,52.40229885057471,Large
CHIHUAHUA,FAWN,THOR,15034,Male,True,100,4,4.020435069215557,Toy
W HGHLND WH TERRIER,WHITE,LUNA,15228,Female,False,40,17,16.637735849056604,Small
CHIHUAHUA,BLACK,MYA,15049,Female,False,129,3,4.020435069215557,Toy
COCKER SPANIEL,WHITE/BLACK/BROWN,PARKER,15108,Male,False,154,29,26.53018372703412,Medium
POMERANIAN,WHITE,JOLEANE,15237,Female,False,132,4,4.028953229398664,Toy
GOLDENDOODLE,WHITE,SHEBA,15143,Female,False,91,69,71.67073954983923,Large
LABRADOR RETRIEVER,YELLOW,NELLY,15238,Female,False,71,65,71.38216365307999,Large
GOLDEN RETRIEVER,GOLD,GEORGIE,15238,Female,False,64,56,64.81926121372031,Large
ENG BULLDOG,OTHER,FINCH,15143,Male,False,89,46,42.68345323741007,Medium
DOBERMAN PINSCHER,BROWN,SASHA,15143,Female,False,33,86,87.36585365853658,Large
LABRADOR RETRIEVER,BROWN,GRACIE,15239,Female,False,63,57,71.38216365307999,Large
GOLDENDOODLE,BROWN,BARKLEY,15237,Male,False,142,76,71.67073954983923,Large
GOLDEN RETRIEVER,GOLD,SCOUT,15136,Male,False,46,62,64.81926121372031,Large
GOLDEN RETRIEVER,BLONDE,STELLA,15044,Female,False,87,68,64.81926121372031,Large
AM STAFF TERRIER,WHITE/BLACK,STELLA,15235,Female,False,139,66,61.66483516483517,Large
BEAGLE,SPOTTED,STELLA,15102,Female,False,149,18,20.472150814053126,Medium
LABRADOR RETRIEVER,BROWN,ZOEY,15108,Female,True,108,69,71.38216365307999,Large
AM PIT BULL TERRIER,BRINDLE,CO CO,15147,Female,False,132,59,62.09428223844282,Large
GER SHEPHERD,BLACK/TAN,ATTICUS,15202,Male,True,134,68,81.36481303930968,Large
GER SHEPHERD,BLACK/TAN,ORION,15202,Male,True,109,80,81.36481303930968,Large
GOLDEN RETRIEVER,GOLD,PANCHO,15044,Male,True,22,65,64.81926121372031,Large
SHIH TZU,BLACK/TAN,KRYPTO,15332,Male,False,142,11,12.004834810636583,Small
SHETLAND SHEEPDOG,WHITE/BROWN,BISCUIT,15146,Female,False,125,17,18.449101796407184,Small
GER SHORTHAIR POINT,SPOTTED,PEACHES,15116,Female,False,75,61,62.642140468227424,Large
DACHSHUND,BROWN,COPPER,15065,Male,False,158,24,22.387126019945605,Medium
DOBERMAN PINSCHER,BLACK/TAN,LEIA,15101,Female,True,94,94,87.36585365853658,Large
BICHON FRISE,WHITE,SIENNA,15136,Female,False,55,12,13.739583333333334,Small
GER SHEPHERD,BLACK,NIAH,16046,Female,True,69,69,81.36481303930968,Large
GER SHEPHERD,WHITE/GREY,MAJEURE,15205,Male,True,72,85,81.36481303930968,Large
DACHSHUND,TAN,BUDDY,15044,Male,True,55,22,22.387126019945605,Medium
BOXER,BLACK,DAISY,15227,Female,True,28,72,71.2519422863485,Large
ENG BULLDOG,WHITE/BROWN,BAILEY,15129,Female,False,42,41,42.68345323741007,Medium
CANE CORSO,BLACK,REMI,15065,Female,False,69,123,119.63068181818181,Giant
YORKSHIRE TERRIER,BLACK/BROWN,WRIGLEY,15108,Male,False,185,6,6.085308056872038,Small
WELSH CORGI PEMBROK,WHITE/TAN,PHOEBE,15044,Female,False,26,28,33.037151702786375,Medium
LABRADOR RETRIEVER,CHOCOLATE,MUDGE,15044,Male,False,19,72,71.38216365307999,Large
SHIH TZU,GREY,EMMA,15101,Female,False,45,13,12.004834810636583,Small
COCKAPOO,BLACK,VADER,15044,Male,False,115,39,35.861111111111114,Medium
ENG SPRINGER SPANIE,WHITE/LIVER,EDDY,15209,Male,False,138,47,44.726027397260275,Medium
GOLDEN RETRIEVER,YELLOW,LILLY,15228,Female,False,40,57,64.81926121372031,Large
GOLDEN RETRIEVER,BLONDE,DAISY,15228,Female,False,101,70,64.81926121372031,Large
ENG SPRINGER SPANIE,WHITE/LIVER,WILLOW,15209,Female,False,40,39,44.726027397260275,Medium
CHIHUAHUA,BROWN,TEDDY,15024,Male,True,44,5,4.020435069215557,Toy
YORKSHIRE TERRIER,,MAGGIE,15045,Female,False,63,6,6.085308056872038,Small
LABRADOR RETRIEVER,BLACK,REX,15090,Male,False,18,76,71.38216365307999,Large
ENG BULLDOG,BLUE/TAN,BELLE,15227,Female,True,138,46,42.68345323741007,Medium
MORKIE,BROWN,SCOOTER,15025,Male,False,159,6,5.054421768707483,Toy
AUS SHEPHERD,WHITE/BLACK/BROWN,KODA GAZICA,15229,Male,True,147,53,57.110864745011085,Large
GOLDENDOODLE,TAN,MURPH,15241,Male,False,37,68,71.67073954983923,Large
SCHNAUZER MIN,,VIOLET,15229,Female,False,110,12,12.735135135135135,Small
SCHNAUZER MIN,SALT/PEPPER,CHARLIE,15229,Male,False,80,13,12.735135135135135,Small
YORKSHIRE TERRIER,TAN,ROCKY,15090,Male,False,18,7,6.085308056872038,Small
BEAGLE,WHITE/BLACK/BROWN,NELLIE,15037,Female,False,115,16,20.472150814053126,Medium
DACHSHUND,RED/BROWN,WOODROW,15227,Male,False,90,26,22.387126019945605,Medium
YORKSHIRE TERRIER,GOLD,PENNY,15241,Female,False,116,7,6.085308056872038,Small
DACHSHUND,BROWN/TAN,QUINCY,15227,Female,False,125,22,22.387126019945605,Medium
LABRADOR RETRIEVER,RED,FINLEY,15209,Male,False,127,69,71.38216365307999,Large
GOLDEN RETRIEVER,WHITE,JASPER,15044,Female,False,31,43,64.81926121372031,Large
DACHSHUND,BROWN,FIONA,15216,Female,False,42,14,22.387126019945605,Medium
LABRADOR RETRIEVER,YELLOW,FINN,15108,Male,False,55,67,71.38216365307999,Large
AUS CATTLE DOG,BLACK/TAN,BANJO,15223,Male,False,143,35,42.33974358974359,Medium
GOLDEN RETRIEVER,GOLD,PENNI,15147,Female,False,68,60,64.81926121372031,Large
GER SHEPHERD,BLACK/BROWN,LUCKY,15147,Female,False,126,87,81.36481303930968,Large
LABRADOR RETRIEVER,BLACK,BABE,15147,Female,False,100,66,71.38216365307999,Large
GOLDENDOODLE,GOLD,SOPHIE,15243,Female,False,63,63,71.67073954983923,Large
COCKAPOO,BLACK,MILO,15218,Male,False,147,36,35.861111111111114,Medium
GER SHORTHAIR POINT,BROWN,MARKUS,15237,Male,False,18,82,62.642140468227424,Large
CAV KING CHAR SPANI,WHITE/BROWN,ZOEY,15057,Female,False,166,13,14.696850393700787,Small
AUS CATTLE DOG,WHITE/BLACK/BROWN,HARPER,15065,Male,False,107,52,42.33974358974359,Medium
BOXER,BROWN,MASON,15084,Male,False,21,66,71.2519422863485,Large
YORKSHIRE TERRIER,WHITE/BLACK,LUCY,15084,Female,False,60,5,6.085308056872038,Small
LABRADOR RETRIEVER,BLACK,MIDNIGHT,15227,Female,False,106,63,71.38216365307999,Large
