License,Breed,Color,DogName,OwnerZip,Gender,Intact,Age,Weight
3687362,AM PIT BULL TERRIER,BLACK,ROO,15136,Female,False,91,74
3687363,BERNESE MTN DOG,WHITE/BLACK/BROWN,KONA,15057,Male,True,38,92
3687364,AM PIT BULL TERRIER,FAWN,DRACO,15132,Male,True,117,69
3687366,AM PIT BULL TERRIER,TAN,GILLY,15237,Male,False,39,70
3687368,POODLE STANDARD,BROWN,GRIFFIN,15238,Male,False,56,58
3687370,LABRADOR RETRIEVER,RED,CHURRO,15215,Male,False,44,69
3687371,GOLDENDOODLE,BROWN,COOPER,15143,Male,False,98,72
3687372,GOLDENDOODLE,BLACK,MILLIE,15143,Female,False,97,60
3687376,BOSTON TERRIER,WHITE/BLACK,CHER,15236,Female,False,136,14
3687378,GER SHEPHERD,BLACK/TAN,WILLA,15044,Female,False,97,70
3687383,GOLDEN RETRIEVER,GOLD,WILLOW,15135,Female,False,84,62
3687385,GER SHEPHERD,BLACK/TAN,SARGE,15210,Male,True,84,87
3687387,MORKIE,WHITE/BLACK,TOBY,15237,Male,False,74,5
3687388,LABRADOR RETRIEVER,GOLD,TILLIE,15218,Female,True,116,66
3687389,GOLDEN RETRIEVER,GOLD,RUTHIE,15147,Female,False,43,52
3687390,GOLDENDOODLE,RED,KODY MATTHEWS,15136,Male,True,43,76
3687391,WELSH CORGI PEMBROK,BROWN,MADELYN,15218,Female,False,166,36
3687392,BEAGLE,SPOTTED,ABBY,15102,Female,False,10,13
3687396,AUS SHEPHERD,BLACK/BROWN,ELLIE MAY,15037,Female,False,9,32
3687397,CAV KING CHAR SPANI,WHITE/BLACK/BROWN,MAYZIE,15108,Female,False,12,11
3687398,YORKSHIRE TERRIER,BLACK/BROWN,PRINCESS,15106,Female,True,154,6
3687400,PUG,FAWN,ASHLEY,15202,Female,True,59,16
3687403,PUG,BLACK,MOLLY MAYE,15234,Female,False,160,14
3687406,DOBERMAN PINSCHER,BLACK/TAN,BELLA,15236,Female,False,47,74
3687407,GER SHEPHERD,BLACK/TAN,NIKA,15236,Female,False,137,91
3687408,SHIH TZU,WHITE/BROWN,ROCKY,15132,Female,False,179,9
3687410,SHIH TZU,BLACK/TAN/WHITE,MAISIE,15241,Female,False,89,13
3687413,SHETLAND SHEEPDOG,SABLE/WHITE,AUBURN,15139,Female,True,103,16
3687415,JACK RUSSEL TERRIER,WHITE,ZOEY,15236,Female,True,118,11
3687416,DACHSHUND,BLACK/TAN,MAGGIE,15146,Female,True,13,16
3687417,MIN PINSCHER,BLACK/BROWN,ROYAL,15112,Male,True,111,8
3687420,LABRADOR RETRIEVER,BROWN,BARKLEY,15132,Female,True,24,66
3687421,FRENCH BULLDOG,BLACK,PENNY,15108,Female,True,4,4
3687426,SHIH TZU,SPOTTED,IZZY,15131,Female,True,5,3
3687429,MALTESE,WHITE,FRANKIE,15102,Male,True,147,5
3687432,DACHSHUND,SPOTTED,MOJO,15202,Male,True,3,4
3687434,LABRADOR RETRIEVER,BROWN,HARLEY,15243,Male,True,94,75
3687435,YORKSHIRE TERRIER,MULTI,WINSTON,15236,Male,True,9,3
3687437,GOLDENDOODLE,APRICOT,PIPER,15216,Female,True,73,72
3687438,GOLDEN RETRIEVER,WHITE/TAN,SAMSON,15102,Female,True,130,66
3687443,SHIH TZU,WHITE,CHAMP,15235,Male,True,27,13
3687444,AM PIT BULL TERRIER,WHITE/BROWN,KING,15106,Male,True,72,72
3687445,POMERANIAN,FAWN,LU LU,15239,Female,True,93,3
3687446,SHIH TZU,WHITE/GREY,BUDDY,15241,Male,True,6,4
3687448,AM PIT BULL TERRIER,WHITE/BLACK,BELLA ANN,15132,Female,True,40,62
3687449,LABRADOR RETRIEVER,BROWN,COCO,15136,Male,True,89,81
3687450,GER SHEPHERD,BLACK/TAN,MOTZART,15235,Male,True,113,85
3687451,SHIH TZU,WHITE/TAN,OBIE WAN,15235,Male,True,136,13
3687452,SHETLAND SHEEPDOG,BLACK,JAKE,15220,Male,True,54,18
3687454,MIN PINSCHER,BLACK/BROWN,HUCK,15243,Male,True,85,9
3687456,SHIH TZU,BLACK,MOJO,15122,Male,True,101,11
3687457,CHIHUAHUA,MULTI,FREDDIE PAWS,15106,Male,True,40,4
3687459,DOBERMAN PINSCHER,BLACK,DIESEL,15133,Male,True,55,100
3687461,HAVANESE,WHITE,JAX KELLY,15017,Male,True,177,12
3687462,FRENCH BULLDOG,BRINDLE,JERRY,15241,Male,True,143,14
3687464,LABRADOR RETRIEVER,BLACK,AUGUSTUS (GUS),15216,Male,True,41,73
3687466,GER SHEPHERD,BLACK,SARGE,15146,Male,True,76,77
3687467,BOXER,BROWN,DEXTER,15241,Male,True,95,67
3687468,GER SHEPHERD,BLACK/TAN,DAISY,15136,Female,True,15,75
3687469,YORKSHIRE TERRIER,BLACK/TAN,MISTER,15235,Male,True,103,8
3687470,GER SHEPHERD,BLACK/BROWN,MAX CHRISTIAN JOHNSON,15145,Male,True,136,96
3687472,GER SHEPHERD,BLACK/BROWN,BRIGGS,15220,Male,True,103,88
3687473,BOXER,WHITE/BROWN,HARLEY,15238,Female,True,107,77
3687474,COCKER SPANIEL,BLACK/BROWN/TAN,SPIKE,15238,Male,True,134,30
3687475,LABRADOR RETRIEVER,BLACK,HANK,15037,Male,True,114,77
3687478,GOLDENDOODLE,BLACK WITH WHITE,AURIC,15131,Male,True,39,69
3687479,ENG BULLDOG,WHITE/BROWN,GERTY,15225,Female,True,24,33
3687481,ROTTWEILER,BLACK/BROWN,FOX GLOVE,15017,Male,True,117,101
3687482,LABRADOR RETRIEVER,BLACK,HENRY,15205,Male,True,118,72
3687483,W HGHLND WH TERRIER,WHITE,EMMA,15239,Female,True,66,14
3687485,W HGHLND WH TERRIER,WHITE,FLEIX,15239,Male,True,7,7
3687487,GOLDEN RETRIEVER,GOLD,LYNUS,15227,Male,True,94,60
3687489,HAVANESE,WHITE/TAN,NICKY,15220,Male,True,144,9
3687490,HAVANESE,WHITE/BROWN,KILO,15018,Male,True,87,9
3687491,GOLDENDOODLE,SPOTTED,CHARLIE,15243,Female,True,72,48
3687493,BASSET HOUND,SPOTTED,DIO,15122,Male,True,107,59
3687494,CHIHUAHUA,TAN,GEORGIE,15221,Male,True,130,5
3687495,GER SHEPHERD,BLACK/BROWN,ANGEL,15034,Female,True,70,84
3687496,BICHON FRISE,WHITE,DAISY,15146,Female,True,11,9
3687498,GER SHEPHERD,BLACK/BROWN,GRETTA,15034,Female,True,126,84
3687501,GOLDENDOODLE,TAN,CLIFFORD,15132,Male,True,97,58
3687502,MORKIE,BLACK/BROWN/GREY,DUTCH,15104,Male,True,174,5
3687504,BEAGLE,WHITE/BLACK/BROWN,COWBOY,15025,Male,True,19,20
3687505,LABRADOODLE,RED,SELENA,15228,Female,True,144,75
3687510,DACHSHUND,BROWN,BALIEY,15084,Female,True,97,18
3687515,POMERANIAN,APRICOT,GEE,15146,Male,True,90,5
3687516,AM PIT BULL TERRIER,GREY,SMOKE,15146,Male,True,39,66
3687517,AM PIT BULL TERRIER,WHITE/GREY,GLIZZY,15146,Female,True,86,60
3687518,DACHSHUND,,CHARLIE,15241,Male,True,34,24
3687519,POMERANIAN,BROWN,HERCULES,15241,Male,True,128,5
3687520,CHIHUAHUA,WHITE,PUCCI,15241,Male,True,126,4
3687521,GOLDENDOODLE,WHITE/BROWN,ADDIE,15108,Female,True,101,77
3687522,GER SHEPHERD,BLACK,DUKE,15108,Male,True,143,87
3687523,GER SHEPHERD,BLACK/BROWN,MYLA,15108,Female,True,64,66
3687524,ROTTWEILER,BLACK/BROWN,BEAR,15065,Male,True,46,101
3687526,GREAT PYRENEES,WHITE,TUNDRA,15238,Male,True,113,98
3687527,LABRADOR RETRIEVER,YELLOW,AVA,15090,Female,True,38,70
3687528,LABRADOR RETRIEVER,BLACK,NINA,15090,Female,True,14,63
3687529,DACHSHUND,BLACK/SILVER,OSCAR MEYER,15235,Male,True,92,27
3687531,LABRADOR RETRIEVER,WHITE,WINNIE,15227,Female,True,90,68
3687532,LABRADOR RETRIEVER,YELLOW,SADIE,15090,Female,True,54,64
3687533,AUS SHEPHERD,WHITE/BLACK,BUDDY,15037,Male,True,63,61
3687538,BOXER,BRINDLE,NYX,15205,Female,True,72,73
3687543,CHIHUAHUA,BLACK,JAZMINE,15045,Female,True,151,3
3687546,GOLDEN RETRIEVER,GOLD,ELI,15057,Male,True,72,72
3687548,DOBERMAN PINSCHER,BLUE/TAN,AQUA,15227,Female,True,26,84
3687551,GREAT DANE,GREY,COOKIE,15101,Female,False,48,143
3687552,LABRADOR RETRIEVER,WHITE,FINLEY,15122,Male,False,55,78
3687553,AM PIT BULL TERRIER,BROWN,FRAMKIE,15238,Female,False,75,58
3687555,AM PIT BULL TERRIER,GREY,BLUE,15065,Male,True,107,60
3687556,FRENCH BULLDOG,BLUE/TAN,NOVA,15228,Female,False,13,18
3687557,FRENCH BULLDOG,WHITE/GREY,ROXY,15228,Female,True,48,21
3687558,LABRADOR RETRIEVER,BLACK,RALEIGH,15071,Female,True,96,66
3687560,AM PIT BULL TERRIER,BROWN/LIVER,STENCH,15122,Male,True,14,50
3687561,AM PIT BULL TERRIER,BROWN/LIVER,SIR,15122,Male,True,63,72
3687562,AM PIT BULL TERRIER,WHITE/TAN,DOZZER,15132,Male,True,123,64
3687564,AM PIT BULL TERRIER,BRINDLE,LOLLY,15101,Female,False,76,57
3687565,BEAGLE,SPOTTED,WILLOW,15101,Female,False,26,18
3687566,DACHSHUND,BLACK/BROWN,DOBBY,15108,Male,False,81,26
3687567,DACHSHUND,BROWN,SHELIA,15108,Female,False,82,18
3687570,GER SHEPHERD,WHITE,QUEEN,15241,Female,True,58,73
3687571,MIN PINSCHER,TAN,CINNAMON,15136,Female,False,7,3
3687574,BOSTON TERRIER,BRINDLE,LOKI,15146,Male,False,105,19
3687575,ROTTWEILER,BLACK/TAN,BRUHNO,15132,Male,True,25,121
3687577,CHIHUAHUA,WHITE/BROWN,TEDDY,15101,Male,False,169,4
3687582,FRENCH BULLDOG,GREY,MOXIE,15234,Female,False,15,17
3687583,BEAGLE,WHITE/BLACK/BROWN,LEXI,15236,Female,False,122,22
3687584,ENG BULLDOG,WHITE/TAN,RILEY,15236,Female,False,24,43
3687585,BOXER,WHITE/BLACK,OLIVER,15065,Male,True,165,76
3687586,BOXER,BRINDLE,ARTHUR,15065,Male,True,71,73
3687588,GREAT DANE,BRINDLE,TINEE,15235,Male,True,71,163
3687590,AM PIT BULL TERRIER,BROWN/TAN,CALLIE,15235,Female,False,5,16
3687591,YORKSHIRE TERRIER,BLACK/BROWN,BAILEY,15235,Male,True,160,5
3687593,GOLDENDOODLE,BROWN,FINN,15237,Male,True,28,66
3687595,LABRADOR RETRIEVER,BROWN,BEAU,15057,Male,True,10,47
3687596,GOLDENDOODLE,BLACK,COCO,15108,Female,True,6,22
3687600,PUG,BROWN,BEAR,15229,Male,False,41,18
3687601,SHIH TZU,WHITE/BLACK,JUJU,15108,Male,False,125,11
3687602,MIN PINSCHER,BLACK/BROWN,MOLLY,15108,Female,False,94,7
3687603,YORKSHIRE TERRIER,BLACK/BROWN,MAGGIE MAE,15229,Female,False,98,7
3687604,CAV KING CHAR SPANI,WHITE/BROWN,MISTER JAIMIE,15146,Male,True,34,14
3687605,GOLDENDOODLE,BROWN,CUDI,15220,Male,False,73,57
3687609,SHIH TZU,WHITE/BLACK/BROWN,ROXANNE,15126,Female,False,170,11
3687610,GOLDENDOODLE,APRICOT,HOBBS,15234,Male,False,116,85
3687611,GOLDENDOODLE,BROWN,SNOOPY,15234,Male,False,38,73
3687612,HAVANESE,MULTI,GINO,15106,Male,False,104,10
3687619,LABRADOR RETRIEVER,BROWN,HUNTER,15143,Male,False,13,60
3687620,LABRADOR RETRIEVER,YELLOW,SADIE,15143,Female,False,100,65
3687621,LABRADOR RETRIEVER,BLACK,RAVEN,15143,Female,False,128,83
3687622,LABRADOODLE,BLONDE,KODY,15044,Male,True,15,81
3687625,AM PIT BULL TERRIER,TAN,REX,15237,Male,False,58,53
3687631,PARSON RUSSELL TERR,WHITE/BROWN,ROCKY,15108,Male,False,47,13
3687632,GOLDEN RETRIEVER,GOLD,STELLA ROSE,15238,Female,True,78,77
3687633,ENG SPRINGER SPANIE,LIVER,LEYA,15237,Female,False,38,40
3687635,CHIHUAHUA,YELLOW,KYA KUNZELMAN,15129,Female,False,140,4
3687636,CHIHUAHUA,BLACK,ELVIRA,15129,Female,False,7,1
3687639,BERNESE MTN DOG,TRI-COLOR,GUS,15239,Male,True,78,118
3687641,CHIHUAHUA,WHITE/BLACK,SALVATORE,15146,Male,False,165,5
3687643,SIB HUSKY,WHITE/BLACK/GREY,DAKOTA,15024,Male,False,73,59
3687644,SIB HUSKY,BLACK WITH WHITE,OAKLEY,15025,Female,False,29,51
3687646,GER SHEPHERD,BLACK,NORMAN VON CLEVELAND,15106,Male,True,16,88
3687647,GOLDENDOODLE,BROWN,SUMMER,15143,Female,False,127,71
3687648,AUS SHEPHERD,TRI-COLOR,SKY,15025,Female,False,95,58
3687653,CHIHUAHUA,WHITE/BLACK/BROWN,BANDIT,15024,Male,False,116,4
3687654,GER SHEPHERD,BLACK/RED,DAKOTA,15116,Male,True,137,97
3687656,GER SHEPHERD,SABLE,DUKE,15122,Male,True,130,93
3687657,CHIHUAHUA,WHITE/BROWN,SKIPPY,15037,Male,True,146,4
3687659,COCKER SPANIEL,BROWN,KODA,15129,Male,True,30,31
3687660,BICHON FRISE,WHITE/TAN,TONKA WOJNOVICH,15129,Male,False,33,13
3687661,AUS SHEPHERD,BLACK/TAN/WHITE,ELLA,15108,Female,False,90,54
3687663,JACK RUSSEL TERRIER,WHITE/BROWN,JESSE,15108,Male,False,87,12
3687665,SHIH TZU,WHITE,BUDDY,15133,Male,False,192,16
3687666,GOLDEN RETRIEVER,GOLD,LADY,15133,Female,True,44,66
3687667,COCKER SPANIEL,SPOTTED,CHLOE,15129,Female,False,125,24
3687671,GOLDENDOODLE,APRICOT,GRETA,15120,Female,False,132,70
3687677,BORD COLLIE,WHITE/BLACK,SHELBY,15090,Female,False,113,42
3687678,GER SHEPHERD,BLACK/RED,STELLA,15143,Female,False,36,66
3687679,BORD COLLIE,WHITE/BLACK,ENZO,15090,Male,True,90,49
3687683,FRENCH BULLDOG,MERLE,KRAIG,15209,Male,True,112,23
3687684,AUS SHEPHERD,BLACK,OSKER,15212,Male,False,120,59
3687686,GER SHEPHERD,BLACK/TAN,HANZ,15239,Male,False,1,5
3687687,LABRADOR RETRIEVER,BROWN,CHASE,15239,Male,True,72,77
3687688,BOSTON TERRIER,WHITE/BLACK,DAISY,15136,Female,True,98,14
3687689,ENG BULLDOG,BLACK/BROWN,JUDGE SWEENEY,15136,Male,False,23,47
3687691,LABRADOR RETRIEVER,BROWN,TAZ,15147,Female,False,71,74
3687697,LABRADOR RETRIEVER,BLACK/BROWN,DANTE,15238,Male,False,58,62
3687699,LABRADOR RETRIEVER,BROWN,ECHO,15235,Male,False,63,62
3687700,BOXER,WHITE/BLACK,CISCO,15234,Male,False,108,86
3687705,LABRADOR RETRIEVER,YELLOW,MAY,15237,Female,False,55,69
3687706,GER SHEPHERD,BLACK/BROWN,TUCKER,15236,Male,False,32,63
3687707,LABRADOR RETRIEVER,BLACK,BELLE,15223,Female,False,28,66
3687711,LABRADOR RETRIEVER,YELLOW,CLEMENTINE,15106,Female,False,64,79
3687714,GOLDENDOODLE,BROWN,ENZO,15044,Male,False,136,82
3687718,LABRADOR RETRIEVER,RUST,TUCKER,15220,Male,False,97,73
3687719,AM PIT BULL TERRIER,BROWN/TAN/BRINDLE,MAYA,15137,Female,False,12,45
3687720,COLLIE,SABLE,MAX,15024,Male,True,122,70
3687721,SHIH TZU,BROWN,MUGGLES,15238,Male,False,175,13
3687722,SHIH TZU,TAN,NEVILLE,15238,Male,False,176,11
3687724,WELSH CORGI PEMBROK,TRI-COLOR,GEORGIA,15234,Female,True,79,31
3687725,GOLDEN RETRIEVER,GOLD,RUDY,15218,Male,False,37,71
3687729,COCKER SPANIEL,BLONDE,BAJI,15214,Male,False,104,27
3687730,LABRADOR RETRIEVER,YELLOW,AVERY,15065,Female,False,68,70
3687733,GOLDENDOODLE,TAN,BUDDY,15136,Male,False,44,72
3687734,SIB HUSKY,WHITE/BLACK/BROWN,SHILOH,15229,Male,False,29,61
3687735,BEAGLE,WHITE/BROWN,ROSE,15101,Female,False,126,20
3687740,AUS SHEPHERD,WHITE/BLACK/BROWN,BABY,15044,Female,False,82,53
3687741,AM PIT BULL TERRIER,BROWN,TAURAS,15136,Male,True,122,67
3687742,LABRADOODLE,CINNAMON,TEDDY,15136,Male,False,58,76
3687744,GOLDENDOODLE,WHITE,CALI,15227,Female,False,57,58
3687747,GOLDEN RETRIEVER,GOLD,JACKSON,15218,Male,False,60,72
3687749,GER SHEPHERD,BLONDE,DOG,15218,Female,False,47,80
3687750,MORKIE,WHITE/TAN,CHARLIE,15235,Female,False,14,4
3687753,BOSTON TERRIER,BRINDLE,SOPHIE,15071,Female,False,139,17
3687755,LABRADOR RETRIEVER,YELLOW,BEAU,15236,Male,False,103,77
3687757,LABRADOR RETRIEVER,BLACK,DAISY MAE,15236,Female,False,60,71
3687758,SHIH TZU,WHITE/BROWN,KING,15133,Male,True,103,11
3687759,POODLE TOY,BLONDE,CUCA,15108,Female,False,45,3
3687760,SHIH TZU,GREY,JAGGER,15110,Male,True,5,4
3687761,SHIH TZU,BLACK,BODHI,15110,Male,True,44,10
3687767,GOLDENDOODLE,GOLD,GEMMA,15044,Female,False,27,66
3687771,BOSTON TERRIER,WHITE/BLACK,BUG,15071,Male,True,68,17
3687774,GER SHEPHERD,BLACK/TAN,POPPER,15239,Male,False,134,90
3687775,DACHSHUND,BROWN,SODA POP,15239,Female,False,24,20
3687776,BICHON FRISE,WHITE,GIZMO,15239,Male,False,38,15
3687777,FRENCH BULLDOG,WHITE/BLACK/BROWN,KATIE,15102,Female,False,66,20
3687779,PARSON RUSSELL TERR,WHITE,MURPHY,15045,Female,False,67,17
3687780,GOLDEN RETRIEVER,GOLD,SPENCER,15136,Male,False,127,73
3687784,GER SHEPHERD,BLACK,MAX,15126,Male,True,110,93
3687786,GER SHEPHERD,WHITE,NEKO HOLLIS,15147,Male,False,130,97
3687787,LABRADOODLE,GREY,ZOEY,15202,Female,False,8,28
3687791,CANE CORSO,BLACK/BRINDLE,PRINCESS-KD,15221,Female,True,75,100
3687794,AUS SHEPHERD,TRI-COLOR,BARNEY,15063,Male,True,168,60
3687796,AUS SHEPHERD,WHITE/BLACK,BAILEY,15136,Female,True,109,42
3687797,ROTTWEILER,BLACK,JUGGALO,15106,Male,True,67,121
3687798,GOLDENDOODLE,BROWN,FINLEY,15126,Male,True,29,78
3687799,CAV KING CHAR SPANI,BROWN,RALLY,15044,Male,True,63,16
3687800,AM PIT BULL TERRIER,BROWN,ZEUS,15146,Male,True,130,59
3687801,BOXER,FAWN,OTIS,15243,Male,True,99,65
3687803,BEAGLE,BLACK,SNOOPY,15136,Male,True,91,22
3687805,CAV KING CHAR SPANI,BROWN,DELILAH,15090,Female,True,182,14
3687806,LABRADOR RETRIEVER,BROWN,CAPPUCCINO,15108,Female,True,29,63
3687807,BOSTON TERRIER,WHITE/BLACK,MAGGIE,15071,Female,True,157,16
3687808,GOLDENDOODLE,GOLD,RUBIO,15215,Male,True,137,83
3687817,SIB HUSKY,WHITE/BLACK,LUNA,15239,Female,True,65,58
3687818,SIB HUSKY,WHITE/BROWN,ACE,15239,Male,True,95,59
3687823,JACK RUSSEL TERRIER,WHITE/BLACK/BROWN,PUPPY,15102,Female,True,128,11
3687824,GOLDENDOODLE,BROWN,LILLY,15005,Female,True,138,70
3687825,HAVANESE,WHITE,FINN,15131,Male,True,37,12
3687826,HAVANESE,WHITE/BLACK,MOOLY BEAN,15215,Female,True,123,11
3687827,LABRADOR RETRIEVER,BLACK,LUCCA,15136,Male,True,110,75
3687828,PUG,FAWN,LUCY ANN,15236,Female,True,127,17
3687831,ENG SPRINGER SPANIE,TRI-COLOR,BIRDIE,15106,Female,True,8,23
3687832,BICHON FRISE,WHITE,MADDIE,15146,Female,True,127,13
3687835,ENG BULLDOG,BROWN,BENTLEY,15239,Male,True,132,45
3687836,ROTTWEILER,BLACK/BROWN,ANNA BELLE,15237,Female,True,56,105
3687837,LABRADOR RETRIEVER,OTHER,SAMANTHA,15084,Female,True,122,70
3687838,LABRADOR RETRIEVER,YELLOW,RUBY LEE,15084,Female,True,13,55
3687839,DOBERMAN PINSCHER,BLACK,GUIDO,15148,Male,True,130,78
3687841,AM PIT BULL TERRIER,WHITE,MUSHROOM,15227,Female,True,72,53
3687843,ROTTWEILER,BLACK/RED,CHASE,15017,Male,True,115,131
3687844,ROTTWEILER,BLACK/BROWN,ROCK,15017,Male,True,89,117
3687845,HAVANESE,WHITE/BLACK,NORMAN,15143,Male,True,123,11
3687847,CHIHUAHUA,BEIGE,TANNER,15106,Male,True,6,1
3687848,POMERANIAN,,RONIN,15106,Male,True,71,4
3687850,CHIHUAHUA,BEIGE,TANNER,15106,Male,True,58,4
3687851,POMERANIAN,,RONIN,15106,Male,True,21,5
3687852,POMERANIAN,,RONIN,15106,Male,True,183,4
3687853,CHIHUAHUA,BEIGE,TANNER,15106,Male,True,137,5
3687855,GOLDEN RETRIEVER,GOLD,STRYPER,15136,Male,True,57,74
3687856,LABRADOR RETRIEVER,BLACK,MAXWELL,15136,Male,True,102,78
3687857,LABRADOR RETRIEVER,BLACK,JJ,15136,Male,True,68,57
3687858,GER SHEPHERD,BLACK/GREY,CHOPPER,15202,Male,True,79,88
3687861,ROTTWEILER,BLACK/TAN,TANK,15137,Male,True,2,17
3687862,BERNESE MTN DOG,WHITE/TAN,MACK,15137,Male,True,80,119
3687863,BERNESE MTN DOG,BLACK/TAN/WHITE,JC,15137,Male,True,29,112
3687864,POODLE STANDARD,WHITE,LOUIE,15035,Male,True,112,61
3687865,W HGHLND WH TERRIER,WHITE,JADE,15236,Female,True,156,15
3687871,DACHSHUND,BLACK/BROWN,ZIGGY,15223,Male,True,9,13
3687873,BOXER,BROWN,LUCY,15133,Female,True,121,64
3687875,GOLDENDOODLE,RED,MOLLIE,15144,Female,True,15,63
3687876,GOLDENDOODLE,BLONDE,CLOVER,15017,Male,True,93,69
3687877,HAVANESE,MULTI,LACI,15025,Female,True,54,9
3687878,AM PIT BULL TERRIER,BLACK/BROWN/TAN,CHUCKIE,15235,Male,True,139,61
3687880,GOLDEN RETRIEVER,WHITE,BODHI,15044,Male,True,132,69
3687883,CHIHUAHUA,WHITE,CASH,15238,Male,True,131,4
3687884,GOLDEN RETRIEVER,WHITE,BUBBLE,15044,Male,True,115,71
3687885,GOLDEN RETRIEVER,BROWN,ROCKY,15065,Male,True,119,62
3687890,MORKIE,TAN,LORENZO,15137,Male,True,75,6
3687892,CHIHUAHUA,SPOTTED,PENNY,15236,Female,True,138,4
3687893,YORKSHIRE TERRIER,BROWN,ODIE,15236,Male,True,183,6
3687894,CHIHUAHUA,MULTI,DUSTY,15236,Male,True,141,5
3687897,BEAGLE,MULTI,BANDIT,15216,Male,True,104,21
3687898,GER SHEPHERD,BLACK,RILEY,15227,Male,True,36,83
3687901,GOLDENDOODLE,OTHER,GINGER,15102,Female,True,67,54
3687902,GOLDENDOODLE,OTHER,GINGER,15102,Female,True,35,81
3687904,AM PIT BULL TERRIER,WHITE/TAN,LUCY,15239,Female,True,134,65
3687907,YORKSHIRE TERRIER,BROWN,CROBSY,15120,Male,True,104,7
3687908,MALTESE,WHITE,CROSBIE,15239,Female,True,34,3
3687911,COCKER SPANIEL,SILVER,CHARLES,15133,Male,True,50,28
3687912,HAVANESE,WHITE,SNOWFLACK,15106,Female,True,91,11
3687913,FRENCH BULLDOG,WHITE/BROWN,MAVERICK,15108,Male,True,98,24
3687917,WELSH CORGI PEMBROK,MULTI,MURPHY,15237,Male,True,31,36
3687920,BEAGLE,BLUE,BLU,15146,Male,True,163,22
3687922,BOSTON TERRIER,GREY,SMOOSH,15101,Male,True,108,19
3687923,GOLDEN RETRIEVER,GOLD,BANKS,15216,Male,True,69,73
3687926,GER SHEPHERD,BLACK/TAN,MAGGIE,15202,Female,True,8,45
3687927,AUS SHEPHERD,SPOTTED,ACE LOPUS,15101,Male,False,25,63
3687929,BEAGLE,SPOTTED,MOLLY,15132,Female,True,107,20
3687931,BEAGLE,SPOTTED,BOE,15132,Male,False,82,19
3687932,AUS SHEPHERD,WHITE/BLACK/BROWN,KOZMO,15237,Male,True,11,37
3687933,GER SHEPHERD,BROWN,SAMSON,15090,Male,True,45,87
3687934,BOXER,WHITE,BUSTER,15101,Male,False,133,69
3687935,GER SHEPHERD,BLACK/BROWN,EDWARD,15133,Male,False,38,91
3687936,GOLDEN RETRIEVER,RED,HACHI,15108,Male,False,35,61
3687939,BEAGLE,WHITE/BLACK/BROWN,REMI,15136,Female,False,55,19
3687940,GER SHEPHERD,BLACK/TAN,WILLOW,15136,Female,True,129,84
3687941,BEAGLE,MULTI,BUDDY,15136,Male,True,84,21
3687943,GOLDEN RETRIEVER,CREAM,TUCKER,15025,Male,True,17,72
3687944,AM BULLDOG,WHITE/BRINDLE,CLUTCH,15133,Male,False,77,44
3687945,SHIH TZU,WHITE/BROWN,JUGSY,15209,Female,False,96,9
3687946,LABRADOR RETRIEVER,YELLOW,KODA,15229,Male,False,70,74
3687947,GOLDEN RETRIEVER,BLONDE,CHARLIE,15090,Male,False,104,57
3687949,DACHSHUND,BLACK/BROWN,PRIMA,15102,Female,False,98,18
3687951,LABRADOODLE,BLACK,RUBY,15216,Female,False,128,69
3687952,LABRADOR RETRIEVER,BLACK,GENO,15065,Male,False,3,13
3687953,LABRADOR RETRIEVER,BLACK,SIDNEY,15065,Male,False,60,75
3687954,GOLDENDOODLE,WHITE,IZZY,15044,Female,False,129,68
3687955,LABRADOODLE,RED/BROWN,PHOEBE,15237,Female,False,34,73
3687956,GOLDENDOODLE,CREAM,SOPHIE,15243,Female,False,107,77
3687958,GER SHEPHERD,BLACK/TAN,PALADIN,15102,Male,False,21,90
3687960,GER SHORTHAIR POINT,SPOTTED,MAX,15102,Male,False,97,60
3687961,BICHON FRISE,WHITE,GRACIE,15241,Female,False,82,13
3687963,POODLE TOY,BLACK,SASSY II,15101,Female,False,77,3
3687964,GOLDEN RETRIEVER,GOLD,MOLLY,15136,Female,False,134,69
3687966,GER SHEPHERD,BLACK/BROWN,GUNNER,15122,Male,False,16,89
3687967,HAVANESE,WHITE/BLACK,MAY,15243,Female,True,61,10
3687968,BICHON FRISE,WHITE,LUCY,15243,Female,True,51,15
3687974,AUS SHEPHERD,WHITE/BLACK,REID,15025,Male,False,94,51
3687975,HAVANESE,WHITE/BLACK/BROWN,TEDDY,15216,Male,False,97,11
3687977,JACK RUSSEL TERRIER,SPOTTED,JAXON,15120,Male,False,19,9
3687980,BORD COLLIE,WHITE/BLACK,OZZIE,15090,Male,False,87,47
3687982,JACK RUSSEL TERRIER,BLACK/BROWN,JASMINE,15045,Female,False,66,10
3687984,GREAT PYRENEES,WHITE/BROWN,APOLLO,15235,Male,False,13,98
3687985,LABRADOR RETRIEVER,BLACK,MACY,15237,Female,False,139,70
3687986,SHIH TZU,WHITE/BROWN,TOBY,15102,Male,False,156,12
3687988,LABRADOODLE,RUST,SUNSHINE,15131,Female,False,74,66
3687991,COCKER SPANIEL,BROWN,PENELOPY,15044,Female,True,51,22
3687994,GER SHEPHERD,BLACK,SKY,15024,Female,False,52,73
3687997,DOBERMAN PINSCHER,BLACK/BROWN,KING,15126,Male,True,138,89
3687998,AM PIT BULL TERRIER,WHITE/BROWN,ROCKY,15235,Male,True,63,71
